uuid,name,description,region,symptoms,crude_drags,prescriptions,treatment,references
95b9f8a9003d4d078eb7a85a41dee297,脾腎陽虚・湿盛,"脾・腎の陽気が衰弱して温煦ができず,冷えにより気機が渋滞し,脾の運輸と腎の蒸騰気化が低下して水分が停留し,肌膚にあふれで浮腫を呈する病態である.",全身,"下半身を主とする高度の浮腫と尿量減少があり,冷え・寒がる・食欲不振・泥状便・体が重だるい・元気がない・舌質が胖大・舌苔が白滑・脈が沈で遅いなどの症状を伴う.","温腎の附子・肉桂・乾姜,健脾利水の白朮・茯苓など.",真武湯・実脾散,"体を温めて機能と活力を増強し,水分の運輸と蒸騰気化を強めて排泄を促進する.〈温腎健脾・利水〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
9567a24e1b394d45a521bb2469f546f8,腎陽虚・湿盛,"腎陽が虚衰し,蒸騰気化が不足して水分を排出できないために停積して浮腫を生じる病態である.",全身,"下半身を主とする浮腫と尿量減少があり,冷える・寒がる・腰や膝がだるく無力・舌質が胖大・脈が沈で遅いなどを伴う.","温補腎陽の附子・肉桂・鹿角膠・熟地黄,補腎利水の牛膝・車前子など.",牛車腎気丸,"体を温め活力をつけて蒸騰気化を強め,水分の排泄を促進する.〈温補腎陽・利水〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
7fd908f2ff2746d6b4d1a3581cee43fd,血虚湿盛,"月経異常・出産・慢性病・出血などによる消耗,牌虚による血の生成不足などで,血の濡養が不足することにより気機が失調し,津液の流通が悪くなって停積し,利用できない水分に変化して浮腫を生じる病態である.",全身,"むくみ・浮腫のほか,顔色が悪い・度膚につやがない・月経の遅れ・経血が少ない・四肢のしびれ感・舌質が淡白・脈が細いなどの血虚の症状が現れる.血虚のために柔肝ができず,肝気の疏泄が失調するときは,ゅううつ・いらいら・ヒステリックな反応・怒りっぽい・脈が弦で細いなどがみられる.","補血の当帰・白芍・川芎,利水の白朮・茯苓・猪苓など.",当帰芍薬散・帰芍六君子湯・逍遙散・加味逍遙散・四逆散合五苓散・柴芍六君子湯,"血を補い栄養・循環状態を改善し,津液の運輸を促進して水分の排出を促す,〈補血利水〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
e6d9a3c92fd240029b3d2aa75427fe64,陰虚湿滞,"熱病・慢性病などで陰液が消耗して内熱が生じ,体内の水液が濃縮されて流動性が悪くなるために停留して浮腫を呈する病態である.乾燥症状とともに浮腫がみられるのが特徴であるが,頻繁に現れる病態ではなく,かなり重篤である.",全身,"下半身を主とする浮腫に,るい痩・皮膚の乾燥・口や咽の乾燥・ほてり・熱感・腰や藤がだるく無力・舌質が絳で乾燥・脈が浮で速く力がないなどを伴う.","滋陰の生地黄・玄参・麦門冬・阿膠,利水の猪苓・沢瀉など.",六味丸合猪苓湯,"滋陰により体液を補充し,栄養を与えながら水分の流動性を回復させて排出する,〈滋陰利水〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
74857980cb0e4434a78164f0599c583b,虚証,"体に必要不可欠な機能的・物質的要素である「正気」が不足した状態であり,先天的虚弱・老化・慢性病による消耗・過労・精神的ストレスによる消耗などで発生するほか,熱病の回復期・激しい発汗や吐瀉の後・出血の後などにも現れる.正気には,大きく分けて陽気(気)と陰液(血・津液・精)の別がある.陽気は主に機能を,陰液は主に物質を代表する.ただし,陽気は陰液を元にして生じ,陰液は飲食物から陽気の作用を通じて産み出されるので,陰液と陽気には相互に深い関連性がある.疲労倦怠感は,陽気の不足すなわち機能の低下が直接引き起こす症状である.しかし,陽気の不足が陰液の産生を減少させたり,陰液の不足から陽気の発生が不十分になるというように,陽気不足の半面として陰液不足が関与していることが多い.陽気が不足すると,元気がない・気力がない・生気がない・おとなしくもの静かである・横になりたがる・動いたりものをいうのがおっくうである・朝が起きにくい・すぐに疲れる・脈が弱いなど,精神・身体両面の機能低下による無力症状がみられる.陰液の不足を伴うときには,さらにるい痩・色つやが悪い・筋肉が柔らかく張りがない・爪がもろい・毛髪につやがないなどが現れる.",全身,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
9b1637120041498990b262f0cff75957,腎陽虚,"先天的虚弱・老化・慢性疾患などで,腎の陽気が衰えた状態である.",全身,"疲労倦怠・元気がない・活力がないなどの無力症状とともに,視覚・聴覚・味覚・触覚など知覚の鈍麻,生殖能力・知能・運動能力などの衰え,さらに冷え・寒がる・舌質が胖・舌苔が白滑・脈が沈で遅く弱いなどの虚寒の症状を伴う.","「血肉有情の品」と呼ばれる動物薬の鹿茸・紫河車・鹿角膠,および補陽の杜仲・菟絲子・附子・肉桂など.",右帰丸・亀鹿二仙膠,"体を温めて元気をつける,〈補陽〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
ae3b06f85f1543908c9e132caa8ed3c7,気虚,"慢性病・鹿弱体質・過労などによる,気の不足すなわち機能低下の状態である.",全身,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
c14515d3504d4492834e254f5fce5c9f,脾胃気虚,脾胃の運化が低下して水穀の精微を全身に供給できないために疲労倦怠感を引き起こす病態である.さらに進行して陽気の温煦が低下すると陽虚が現れる.消化吸収機能が悪くなってエネルギーの供給が不足した状態に相当する.,全身,"疲れやすい・元気がない・四肢がだるい・脈が弱いなどとともに,食欲不振・味がない・少ししか食べられない・消化が悪い・泥状便~水様便・腹が脹るなどの消化器症状がみられる.牌胃陽虚では,さらに寒がる・冷え・脈が沈で遅いなどの虚寒の症状がみられる.",人参・白朮・茯苓・炙甘草など.,四君子湯・六君子湯・人参湯(理中湯)・附子理中湯,"脾胃の運化すなわち消化吸収機能を高めて元気を出させる,〈健脾益気〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
6091100f31ef497296abaa4bfa3fb3c6,気虚下陥,"気が不足して昇挙する能力が低下し,気機が下陥する病態である.筋力が低下したアトニー状態に相当し,支持組織の緊張低下による内臓の下垂傾向がみられるほか,血管抵抗が弱くなり重力に抵抗して血液を上部に送る能力が低下するために虚血性の頭部症状もよく現れる.",全身,"疲れやすい・元気がない・倦怠感・脈が沈で弱いなどとともに,胃下垂・遊走腎・脱肛・子宮下垂・下腹部の下墜感などの下垂症状,立ちくらみ・ふらつき・めまい・頭痛・肩こりなどの上部の虚血性の症状がみられる.",黄耆・人参・柴胡・升麻・葛根など.,補中益気湯・挙元煎,"諸機能を活発にし筋の緊張を高める,〈益気昇陥〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
44d5ecefac5947a395fc901296eddb05,気血両虚,"虚弱体質・老化などによる気血の不足,慢性疾患・出産・出血などによる気血の消耗,気虚が慢性に経過して血の産生が不足するなどの原因で,気虚と血虚の両面が発生する病態である.機能低下だけでなく,栄養面や循環血液量の低下も伴う状態に相当する.",全身,"元気がない・疲れやすい・倦怠感・息切れ・脈が弱いなど気虚の症状以外に,顔色につやがない・皮膚のきめが粗い・爪がもろい・筋肉のひきつり・しびれ・目の疲れ・目のかすみ・眠りが浅い・夢をよくみる・目が覚めやすい・月経量が少ない・月経が遅れる・舌質が淡白・脈が細いなどの血虚の症状を伴う.","補気の人参・黄耆・白朮,補血の当帰・白芍・熟地黄・酸棗仁・竜眼肉など.",八珍湯・十全大補湯・人参養栄湯・帰脾湯,"機能を高めるとともに血を補い栄養状態を改善する,〈気血双補〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
ce0c3e0f92554062a64d0e000ae58d2c,気津両傷,"熱病・暑熱の環境・激しい運動や労働,あるいは激しい吐潟・利尿剤の服用過多などにより,気と津液を消耗した病態で,かなり急性に生じる.気力と体液(津液)が失われた状態に相当する.熱病の回復期によくみられるほか,夏パテのー形態として季節的に現れることが多い.",全身,"元気がない・倦怠感・疲労感・息切れ・動きたくない・脈が弱いなどの気虚の症状以外に,咽の掲き・水分を欲しがる・口唇や皮膚の乾燥・舌の乾燥など津液不足の乾燥症状がみられる.","益気生津の人参・炙甘草,生津の麦門冬・五味子・玉竹・天花粉・沙参など.",生脈散・清暑益気湯・沙参麦冬湯・益胃湯,"元気をつけ体液を補充する,〈益気生津〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
2836e393e114443e9d8dc9292c7b16c2,気陰両虚,"熱病・慢性病・老化などによる消耗で,気と陰液が同時に不足し虚熱を伴う病態である.体力や機能が低下すると同時に,栄養状態の悪化・体液の喪失・体内の異化作用亢進による熱量増加などが加わった状態に相当する.",全身,"元気がない・倦怠感・疲労感・息切れ・だるい・脈が弱いなどの気虚の症状以外に,るい痩・皮膚が乾燥してつやがない・咽の渇き・午後の熱感・手のひらや足の裏のほてり・頬部の紅潮・のぼせ・ねあせ・舌質が絳・少苔~無苔・脈が速いなど陰虚の虚熱症状がみられる.","益気の人参・炙甘草,滋陰の生地黄・玄参・麦門冬・天門冬など.",炙甘草湯,"元気をつけ機能を高めると同時に,栄養・体液を補充して虚熱を冷ます,〈益気滋陰〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
5c95ef526e884caba07aa58cc97db16e,気機不利,"様々な原因で気機,すなわち気の流れが円滑でなかったり停滞するために,突然にあるいは間歇的に疲労倦怠を感じる病態である.車にたとえると,ガソリンは十分にあるのに,途中のパルプの開閉がうまくいかなかったり,何かがパイプにつまり,エンジンが急激にあるいは時々不調になるような状態である.",全身,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
875ca257c488425ba3a29307220d3015,少陽枢機不利,"気と津液の通路である三焦(少陽の部位)が,様々な要因によって邪魔されて時に通じにくくなる病態で,一時的に気機が停滞すると突然疲れ,まもなく気の流通が回復すると元に戻る.自律神経失調症の一つのタイプである.",全身,"突然疲れてまもなく回復するといった状態を繰り返すほか,いらいら・口が苦い・口の乾燥・めまい・目のかすみ・胸脇部が脹って苦しい・寒くなったり熱くなったりする・吐き気・食欲不振・動悸・咳・汗があまり出ない・むくみ・尿が少ない・脈が弦で無力ではないなどの,気・津液の流通失調による多彩な全身症状が出没し反復する.",柴胡・半夏・生姜・黄芩など.,小柴胡湯・柴胡加竜骨牡蛎湯・柴胡桂枝湯,"少陽での気の流れを順調にさせる,〈通調少陽枢機〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
2361481e0f424a5b93e07337b181011b,肝鬱気滞,"緊張・精神的ストレスなどにより肝気が鬱滞し,気機を疏泄できなくなる病態である.情緒系・自律神経系の緊張に伴う機能の停滞であり,精神的疲労に相当する.",全身,"精神的な原因で突然に疲労倦怠感が生じて反復し,抑うつ感・ゆううつ・やる気が出ない・いらいら・怒りっぽい・頭痛・不眠・ヒステリックな反応・脈が弦で有力などがみられる.体力的には衰えていないので,運動したり声を出したり,好きなことに没頭するといった肉体的・精神的な発散により,一時的にリラックスして疲労倦怠感が消失することが多い.ただし,肝鬱気滞の状態が長期にわたったり反復すると,次第に体力・気力が消耗して,虚証へと変化していく.早期にストレスを解除したり,治療によってストレスへの抵抗性を高める必要がある.",柴胡・香附子・青皮・鬱金・白芍など.,四逆散・柴胡疏肝散・逍遙散・加味逍遙散,"肝気をのびやかにして精神・機能を円滑に働かせるようにする,〈疏肝解鬱〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
14a2f3e7dfdc47b0a6b06c7831e1b8fc,湿滞,"様々な原因で体内に湿邪が停滞し,気機を阻滞する病態である.体内に水分が停滞し,余分な重量をかかえるために体が重だるく,また水分が血管を圧迫したり神経の機能や伝達を阻害して機能が悪くなる状態に相当する.",全身,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
9b770c24c7a349309544cd9364a9041b,湿阻気機,"湿気の多い環境で外湿が侵入したり,飲食の不摂生などで脾胃の運化が阻害されて内湿が生じ,内・外の湿邪が気機を困阻する病態である.",全身,"倦怠感があり体が重だるく,むくみを伴うのが特徴で,食欲不振・吐き気・泥状便・頭がぼんやりする・いつも眠い・厚賦苔などを伴う.",蒼朮・白朮.薏苡仁・藿香・厚朴など.,藿香正気散・平胃散・胃苓湯,"水分を除去し気の流通を強める,〈理気祛湿〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
e7fd1f366db14b4ea534089d5875ee88,湿熱壅滞,"温熱の邪の侵襲・湿邪の停滞化熱・飲酒癖などが原因で,湿熱が停滞して気機を困阻する病態である.「湿熱燻蒸」といわれるように,熱で蒸し上げるような症状が現れる.体内の水分停滞と同時に炎症や神経系の興奮による熱症状を呈する状態で,ウイルス性疾患・自律神経失調症・飲酒癖・美食・大食などでよくみられる.",全身,"全身倦怠感・体が重だるい・むくみなど湿阻気機の症状のほか,頭からの発汗・口が粘る・強い口臭や体臭・腹満・下痢・微熱の起伏・尿が濃く少ない・悪臭のある帯下・甚だしいと黄疸・黄賦苔・脈がやや速いなどを伴う.",茵蔯蒿・滑石・山梔子・薏苡仁・赤小豆・車前子・猪苓・沢瀉など.,茵蔯蒿湯・茵蔯五苓散・五淋散・連朴飲・杏仁滑石湯,"湿を除くと同時に熱を冷ます,〈清利湿熱〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
1dc73950e04649a4bc7d2bbf70c1743a,胃熱,"胃は飲食物を腐熟して水穀の精微に変化させ,全身を栄養する原料を提供するが,辛媒なもの・熱すぎるもの・甘いもの・あぶらっこいものの嗜好や飲酒癖などで胃熱が生じ,胃熱のために腐熟が亢進しすぎて精微を産生できず,また邪熱が異化作用を亢進させて陰津を消耗するために,大量に飲食するにもかかわらず体を栄養できず,物質面の消耗も続いて,次第にるい痩する病態である.この病態が続くと,水穀の精微が少ないために陰液の産生が減少するうえに,邪熱が陰液を消耗するので,次第に陰虚へと移行する.",全身,"よく食べるがすぐに空腹になり,食べても食べても身につかずに痩せ,咽の渇き・水分をたくさん飲む・口臭・胸やけ・便秘・尿が濃い・暑がる・舌質が紅・黄色い舌苔・脈が速く力があるなどを伴う.",石膏・知母・生地黄・玄参・黄連など.,白虎湯・白虎加人参湯・竹葉石膏湯,"胃熱を冷まして腐熟を正常化し陰津の消耗を防止する,〈清胃瀉火〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
832dbddac8964451b117c6c699bb3667,心肝火旺,"精神的ストレス・悩み・怒り・過度の思慮・恋情などにより,心火・肝火が生じて火熱が陰血を損耗するためにるい痩する病態である.この病態が続くと陰血が引き続いて消耗し,次第に陰虚へと移行する.",全身,"いらいら・焦燥・怒りっぽい・ヒステリックな反応・不眠・頭痛・めまい・目の充血・のぼせ・ほてり・胸が熱苦しい・舌質が紅・黄色い舌苔・脈が弦で速く力があるなどがあり,食べても次第に痩せ,甚だしければ食べる気もなくなってるい痩する.","清肝瀉火の黄芩・山梔子・竜胆草,清心瀉火の黄連・生地黄・竹葉・連翹など.",竜胆瀉肝湯・三黄瀉心湯・黄連解毒湯・導赤散,"肝・心の邪熱を冷まして陰血の消耗を防ぐ,〈清肝瀉火・清心瀉火〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
df20a769ff3a4ab0b310e435f032f132,陰虚,"慢性病・老化・過労・熱病などによる消耗,あるいは胃熱・心肝火旺などの火熱による消耗で,陰液が損傷を受けてるい痩するが,陰虚によって生じる内熱のために常に陰液の耗損が続き,太ることができない病態である.心・肺・肝・腎の陰虚を区別する必要があり,基本的な病態は類似する.",全身,"るい痩して皮膚が乾燥し,体の熱感・午後や夜間に熱感が強い・手のひらや足の裏のほてり・ねあせ・舌質が絳で乾燥・少苔~無苔・脈が浮で速く力がないなどが共通してみられる症状である.心陰虚では,さらに不眠・もの忘れ・焦燥・動停などが現れる.肺陰虚では,慢性の乾いた咳・少痰~無痰・痰に血が混じるなどがみられる.肝腎陰虚では,視力減退・耳鳴り・筋肉のひきつり・手のふるえ・腰や膝がだるく無力などがみられる.","滋陰の生地黄・熟地黄・玄参・阿膠・亀板・鼈甲・百合・麦門冬・枸杞子,清虚熱の知母・牡丹皮・地骨皮など.","心陰虚には天王補心丹,肺陰虚には都気丸・百合固金湯・補肺阿膠湯,肝腎陰虚には六味丸・杞菊地黄丸・知柏地黄丸","陰液を滋潤するとともに,内熱持して消耗を防ぐ,〈滋陰清熱〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
4e72333b469b4e66b4a554d72caf4e43,脾胃虚損,"先天的虚弱・老化・慢性病・熱病・飲食の不摂生などによる消耗で,脾あるいは胃が衰弱した病態である.脾胃の虚損には,機能の不足である気虚と物質の不足である陰虚の別があるが,相互に関連している.",全身,,,,,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
0ddf717c9c1046b281202acd9c38502e,胃気慮,胃気が不足して受納と腐熟ができない病態である.,全身,"食べられない・少し食べると上腹部が脹って満腹になる・吐き気・嘔吐・舌質が淡・脈が弱いなどの症状があり,次第にるい痩する.","和胃通降の半夏・陳皮・砂仁・生姜,益気の人参・白朮など.",小半夏湯・小半夏加茯苓湯・六君子湯・香砂六君子湯,"胃の機能を高めて受納と腐熟を正常にする,〈益気和胃〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
d904aa87cca64ca59ad2fd46d0125dd7,胃陰虚,"胃の陰液が不足したために気機が失調して,胃気が下降しなくなって受納も腐熟もできない病態である.",全身,"空腹感はあるが食べられない・少し食べると上腹部が脹って満腹になる・乾嘔・咽の渇き・水分を欲しがる・舌質が絳で乾燥・舌苔が少ない・脈が浮で速く力がないなどの症状があり,次第にるい痩する.",麦門冬・天門冬・沙参・玉竹・石斛・天花粉など,麦門冬湯・沙参麦冬湯・養胃湯・益胃湯,"胃の陰液を滋潤することにより,胃気を正常化して受納と腐熟を行わせる,〈滋養胃陰・和胃〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
04512e39cf734b11ab93011e07201e43,脾気虚,脾気が不足して水穀の精微を吸収して運輸することができない病態である.,全身,"食欲不振・腹がすかない・食べたいと思わない・味がない・食べると腹が脹る・泥状便~水様便・舌質が淡・脈が弱いなどの症状があり,次第にるい痩し,元気がない・ものをいうのがおっくう・疲れやすい・動きたがらない・息切れなどを伴う.","健脾の自朮・茯苓・炙甘草・大棗,益気の人参・黄耆・党参など.",四君子湯・異功散・六君子湯,"脾の機能を高めて吸収と運輸を正常にする,〈益気健脾〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
561002a4d9664026ae06de6091412ef0,脾気陰両虚,"脾気が不足して,水穀の精微の吸収と運輸が不十分になるために,陰液の供給が不足して次第に脾陰も不足し,気機が失調して脾の運輸がより悪化する病態である.",全身,"脾気虚の症状以外に,口唇の乾燥・皮膚につやがない・爪傍の角化・手足のほてり・口唇や舌質が紅・舌苔が少ないあるいは地図状・脈が浮で速いなどの症状がみられる.","滋補脾陰の山薬・蓮肉・芡実・薏苡仁・白扁豆,益気健脾の人参・白朮・炙甘草など.",四君子湯加山薬・資生湯・啓脾湯・参苓自朮散,"脾の陰液を滋潤して脾気を正常化させるとともに,脾気を補って吸収・運輸の機能を高める,〈滋補脾陰・益気健脾〉を行う.","森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
5acdc95a107d468c87187badfefa6b8a,心火,思い・悩み・恋慕・欲求が遂げられないなどによって心気が亢盛になって化火し、心火が心神を擾動するためにいらいらが引き起こされる病態である。,精神・神経,焦燥感があっていても立ってもいられず、動悸・不安・胸が暑苦しい・不眠・舌尖が紅くしみるように痛む・口内炎・舌苔が黄・脈が速く有力などを伴う。,清心火の黄連・黄芩・山梔子・生地黄・連翹、安神の竜骨・牡蠣・磁石、心火を下行させて尿から除く木通・甘草梢など。,三黄瀉心湯・黄連解毒湯・導赤散・清心蓮子飲,心火を冷まして心神を安定させる、《清心安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
cf9444a6f4854265bf26e3c867e93490,肝火,精神的なストレス・怒り・情緒の抑うつなどによって、肝気が鬱して化熱し、肝火となって心神を擾乱するためにいらいらが生じる病態で、原因が除かれないか治療が不適切であれば、心火と同様に痰熱や陰虚へと移行し慢性化する。,精神・神経,いらいらして怒りっぽいと同時に、ヒステリックな反応・胸脇部が脹って痛む・頭痛・耳鳴り・口が苦い・舌の尖辺が紅・舌苔が黄・脈が弦で早く有力などがみられる。,清肝瀉火の竜胆草・黄芩・山梔子、疏肝の柴胡・香附子・白芍、安神の竜骨・牡蠣など。,竜胆瀉肝湯・加味逍遙散・柴胡疏肝散・柴胡加竜骨牡蛎湯・大紫胡湯,肝火を冷ますことによっていらいらを静める、《清肝瀉火・安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
463b486985b141d18d0426448ee7b38d,痰熱上擾,心火や肝火により津液が煮つめられて生じた痰が火熱と結びついて痰熱になったり、飲食の不摂生や飲酒癖で痰湿が内生し次第に化熱して痰熱に変化し、痰熱が心神を上擾するためにいらいらが生じる病態である。,精神・神経,いらいらとともに、不眠・驚きやすい・動悸・痰が多い・胸苦しい・めまい・吐き気・嘔吐・黄膩苔・脈に力があるなどがみられる。,化痰の半夏・陳皮・竹筎・桔梗・貝母、清熱の黄蓮・黄芩・山梔子など。,温胆湯・黄連温胆湯・竹筎温胆湯,熱を冷ますとともに痰を除く、《清熱化痰》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
b06d888930994118b72734a66323a1db,陰虚火旺,心火・肝火・痰熱などの火熱による陰液の消耗、慢性病・老化・過度の性生活・多産などに伴う消耗により、陰液が不足して陽気を抑制できなくなって内熱を生じ、内生した火熱が上亢して心神を擾乱するためにいらいらが生じる病態である。,精神・神経,いらいら・焦燥とともに、体の熱感・のぼせ・ほてり・口の乾燥・不眠・ねあせ・腰や膝がだるく無力・舌質が絳・少苔～無苔・脈が浮で速く力がないなどの陰虚の症状がみられる。,滋陰の生地黄・熟地黄・玄参・天門冬・表門冬・阿膠・滋陰潜陽の亀板・鼈甲、瀉火の知母・黄柏など。,知柏地黄丸・滋陰降火湯,陰液を滋潤して上亢している火熱を降下させる、《滋陰降火》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
c60c5492751743a385c1144229a036a2,心火,思い・悩み・恋慕・欲求が遂げられないなどによって心気が過度に亢盛して化火し、心火が心神を激しく乱すために不眠を引き起こす病態である。治療が不適切で原因が除かれないと、持続する心火が陰血を次第に消耗して、心陰虚や心腎不交などに移行する。,精神・神経,強い不眠で紋々として夜通し眠れず、眠っても夢をよくみてすぐに目覚め、胸が暑苦しい・焦燥・動悸・顔面紅潮・口が苦い・舌尖がしみるように痛む・口内炎の多発・舌尖が紅・舌苔が黄・脈が速く有力など上部の激しい興奮症状がみられる。,清心火の黄連・黄芩・山梔子・生地黄・連翹、安神の竜骨・磁石・竜骨・牡蠣、心火を下行させて尿から除く木通・甘草梢など。,三黄潟心湯・黄連解毒湯・赤導散 清心連子飲,心火を冷まして心神を安定させる、《清心安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
ee96288d4c6c4163a68864eb975dcf12,肝鬱化火,精神的なストレス・怒り・情緒の抑うつなどで肝気が鬱し、化熱して肝火となって心神を擾乱するために不眠が生じる病態である。多くの場合に肝火が心にも波及して心火を引き起こし、心肝火旺の状態になって甚だしい不眠が発生する。,精神・神経,あれこれ考えたりいらいらして寝つけず、眠っても夢をよくみてすぐに目覚め、朝早く起きてしまい、怒りっぽい・目の充血・頭痛・耳鳴り・胸脇部が脹って苦しい・舌の尖辺が紅・舌苔が黄・脈が弦で速く有力などの症状もみられる。,清肝解鬱の竜胆草・柴胡・黄芩・山梔子、安神の竜骨・牡蠣など。,竜胆潟肝湯,肝気を疏通し肝火を清泄して心神を安定させる、《清肝解鬱・安神》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
8dfd2fd2458c4a5d8cbd56fc55522816,胃気不和,暴飲暴食・飲食の不摂生・就寝前の飲食などにより胃内に食滞を形成し、不消化物による濁気が心神を上擾するために不眠が生じる病態である。ヨガで、寝る前に胃内の残渣を吐きもどすように指示しているのは、このためである。,精神・神経,なかなか寝つけず、眠っても夢をよくみてすぐ目覚め、腹満・げっぷ・腹痛・舌苔が厚・脈に力があるなどを伴う。,消導の麦芽・穀芽・萊菔子・山楂子・神麹、胃和の半夏・陳皮、瀉火の大黄など。,保和丸・枳実導滞丸,食滞を除き胃気を正常化する、《消食和胃》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
d2004007851d4b429c870278ac57cf79,痰熱擾心,飲食の不摂生・飲酒癖などで脾気が滞って痰湿が生じ、痰湿が胆気を鬱滞させて胆火を引き起こし、そのために痰湿が化熱して痰熱を生じたり、熱病の邪熱によって津液が濃縮されて痰熱に変化し、痰熱が上行して心神を乱すために不眠が生じる病態である。,精神・神経,いらいらして寝つきが悪い・夜中に驚いて目を覚ます・夢をよくみるなどとともに、口が苦い・吐き気・嘔吐・痰が多い・胸苦しい・黄膩苔・脈がやや速く力があるなどがみられる。,竹筎・半夏・胆南星・枳実・黄連・柴胡など。,温胆湯・黄連温胆湯・竹筎温胆湯・竹筎温胆湯・柴胡加竜骨牡蛎湯,熱を冷まして痰を除去する、《清熱化痰》を行う。,"森 雄材,「漢方・中医学臨床マニュアル症状から診断・処方へ」, 医歯薬出版株式会社, 2004/02/01, ISBN 4263201957"
